date,gold_24k_egp,gold_22k_egp,gold_21k_egp,gold_18k_egp,gold_14k_egp,gold_12k_egp,gold_10k_egp,gold_9k_egp,global_ounce_usd,extracted_at
2026-04-06,8169.5,7488.71,7148.31,6127.13,4765.54,4084.75,3403.96,3063.56,4676.1,2026-04-06T21:12:07.779027
